augmented_tweet,label
"['Really well said, when a leader couldnt bring home the bacon an election why like person is give back to back charge. Kumari seilja should have concentre on upcoming haryana elections. Unknown to determine. Pilot should hv been entrusted Raj to consolidate for Lok sabha @ RahulGandhi']",1
"[""Lamb Mister. Senthil. .. do you need all these. . we are living in 2024. . common change yourself. . this is not 1980 ' s or 1990 ' due south to arrive at people believe your propaganda. . any means people of Dharmapuri district know what to do in coming Loksabha election.""]",1
"[""BJP suspended 47 military police ' s from Loksabha and 34 military police ' s from Rajyasabha. Total 81 MP ' s they suspended bcoz all be asking dubiousness on parliament security. First base he purchased Media and when MP ' s started questioning, He suspend MP ' s also. Tanashah ek Darpok aadmi hai. ..""]",1
"[""I express my solemn gratitudes to @ IYCKarnataka for showing faith upon me and appoint me as Incharge for youth U.s. congress social medium for Uttarakannada and shivamogga Parliament Loksabha election - 2024. Thank you for giving me this responsibility & I ' ll fulfill it with utmost sincerity and dedication. # nimmapavan # YuvaKarnataka""]",1
"['There are total 48 Lok Sabha seats in Maharashtra. Here Copulation + seems to have the upper hand. If Lok Sabha elections be held in Maharashtra today, then according to the crown, BJP + would have get 19 - 21 buttocks Congress would have got 26 - 28 seats and others would have got 0 - 2 seats. (C voters survey )']",1
"[""Which questions, you multitude asked in the Parliament and Modi didn ' mt answered, let country wants to know. Get us occur with list from loksabha and Rajyasabha chairperson agency.""]",1
"[""@ sherryontopp @ INCIndia @ RahulGandhi Instead of blindly announcing # MinimumIncomeGuarantee as a reward for winning elections, a little research on what happen in # Venezuela would sustain help oneself! We want ' pro - gress ', non ' con - gress ' in #! @ BJP4India @ PMOIndia @ narendramodi""]",1
"['Once A Lion Announced He Will Distribute Free people Woolen Shawl If He Is Elect King Of the Jungle. One Sheep World health organization Be His Supporter Asked "" Where Will The Wool Come From? "" Lion laughed # MinimumIncomeGuarantee # NaMo2019 # NarendraModi # ShutDaFakeUp # ApnaVoteSahiHathMeDijiye']",1
['RT @ brijdutt: Salutations to the drawing card who thinks for the Poor people Mass of Republic of india @ RahulGandhi jemaah islamiyah unlike the Chowkidar who has been busybodied doin …'],1
"['Some Dehati guys were drinking in forest near a river in Ramnagar, Uttarakhand. A forest guard named Virendra Chauhan asked them to stop drinking / partying & leave the area. These Dehatis threatened the forest guard by pronounce they are "" Jaat "" and they will kill him & bury him. Later, they did beat him up very badly. Virendra Chauhan \' s only mistake be that atomic number 2 was answer his obligation diligently. But, dehatis hate people like him.']",0
"[""A Pakistani citizen residing in Canada, Muhammad Shahzeb Caravanserai, 20, also known as Shahzeb Jadoon, was arrested on Sept. 4 in Canada in connection with a complaint filed in the Southern District of New York. Khan was allegedly determined to kill Jewish people here in the United States, nearly one year after Hamas ’ horrific attack on Israel. Canada acts quickly when the U. S. presents evidence of a terrorist sympathiser lodge in on Canadian soil, meet via social media chats and posts. The same Canada won ' t bat an eyelid when Khalistanis put up posters calling for the ASSASSINATION of Indian officials, including the Prime Parson, and circulate posters that read ' KILL INDIA '. Both instances on Canadian soil, and look at the stark difference in response. Canada ' s hypocrisy hold been proven yet once again.""]",0
"[""lsIamists kill Yezidis in Iraq and Syria. lsIamists kill Christians in Nigeria and Pakistan. lsIamists kill Hindus in People's republic of bangladesh. lslamists kill Hebrew in Israel. lslamists kill in Europa. lslamists bolt down in US and Russia. lslamism kills, lsIamists be a great danger to any society!""]",0
"[""Nothing to see here, just the Ukrainians skyrocket a random intersection in Belgorod to kill and terrorize civilians. If the Russians serve this we ' 500 have a week of international condemnation, motherfucker - story news articles and deranged posts on this website. Ukraine? Yawning.""]",0
['BREAKING: GUNMAN putting to death triad israeli AT moulding CROSSING A hit man from Jordan killed three Israeli civilians at the Allenby Bridge border before being shot by security measure power.'],0
"['Islamist killed Utsav mondal in forepart of constabulary and Army. . "" After killed him, One of the primary accused has place on his social media, He is so majestic of this. . This is what they learnt from islam? "" To kill innocents # HindusUnderAttack # Bangladeshindus']",0
"['Lebanese threat group Hezbollah kills at least ennead children, critically offend over 20 others during a rocket attack on a children ’ s playground and soccer field in Northern State of israel. The rockets struck the Druze ithiel town of Majdal Shams.']",0
"[""These hate criminal offense are the new normal in. Forget media reporting oregon having a debate on such hate crimes. News Channels, their anchors don ' t yet tweet on these issues. Cow vigilante Rocky Rana from Delhi regularly share violent videos on fb of assail people who he alleges are Cow Transporters. There are multiple cases against him. But he continues to attack Minorities because he knows he won ' t be arrested. # BJPSadasyata2024 @ sudhirchaudhary @ DelhiPolice # VijayawadaFloods # happybirthdaypspk""]",0
"['BHAKTS & SANGHIS were bragging astir Hindu safe in some alien Bangladesh, merely this is how they deal our Citizens. We cost tired of this routine HATE PATTERNS before every Election. Time we kick out BJP permanently.']",0
['Dear Sir @ adilabad_sp Please take stern action against this hate trader who is trying to distribute hatred between Hindustani and Muslim communities. He is continuously violating the conditions set up by Telangana High Court. Cc: @ DCPWZHyd @ TelanganaDGP @ KTRBRS @ CPHydCity @ hydcitypolice.'],0
"['We should begin calling them cretin & stop call in them BHAKTS. Wonder how HINDUS sentiments follow not anguish when BIGOTS & HATE MONGERS are called BHAKTS, a pious word in hindooism.']",0
['Sachin fans hate him because he make people forget Sachin Dhoni fans hate him because he lay down people earn it ’ s tough to mark runs than steal credits Rohit fans hate him because atomic number 2 made Rohit irrelevant You retweets and likes win ’ t change the stats and the influence'],0
"['X - CM of United Andhra Pradesh (Telangana + Andhra Pradesh) # KiranKumarReddy joined BJP, He sent Akbar Uddin Owaisi to Jail and made him use wheelchair & ergocalciferol * * pers to get Bail in Hate Voice communication Casing.']",0
"[""Hindoo goon will ne'er celebrate their festival without spread hate and without harassment cleaning lady of other religion. Happened on women ' s day. No women is safe in # BJP politics Pity on # NarendraModi""]",0
"['We wish there shall be no STUDENT like you (MBBS MD Community ), who pervert the TEACHER (MSc Medical Postgraduate teachers) who taught you. We wish there shall be no TEACHER like you (MBBS MD community ), who abuse the STUDENTS (MSc Medical Postgraduate students) whom they taught. We wish there shall be no REGULATORY BODY like you (the National Medical examination Commission ), who abuse the SKILLED HUMAN RESOURCE (sm Medical Postgraduate Teachers) whom they created, give rise and relied upon for decades. We wish there shall live no BUSINESSMAN like you (the Pvt. medical college managements ), who abuse (conduct MSc Medical Grad student Courses at extraordinary course fee, Enlistee MSc Medical Postgraduate Teachers at bonded labor wages) the one they depend upon to run their business. We wish there shall be no NEXUS like you, that demeans, defames and destructs the TEACHER on whom your foundations are laid. We wish you # StopAbuseofMScMedicalPostgraduateTeachers We wish it throw been a # HappyTeachersDay # TeachersDay # DrSarvepalliRadhakrishan # TeachersDay2024 # MedX # MedTwitter']",0
"['# Asifabad: Communal tautness flared in # Jainoor, when 2000 - strong mob attacked Muslim - owned properties following # SexualAssault of a tribal woman by # Muslim Auto driver Despite a bandh protest & initial police inactivity, reinforcements be called in escalating violence # Telangana']",0
"['Violence erupts after an auto driver attempted rape on a tribal char. Mobs targeted a specific community, destroy Mosque, homes, vehicles, and businesses. Despite a heavy constabulary front, the riot continued for hours. # Asifabad # Telangana # Violence # KumramBheemAsifabad']",0
"[""Jainoor in Asifabad district is gripped by scandalization after a tribal woman was allegedly raped by an auto device driver. The # Congress government ' s failure to protect our tribals is evident as lawlessness and violence escalate. This is a stark admonisher of their incompetence in safeguard vulnerable communities.""]",0
"['Under # Congress rule, Jainoor in Asifabad dominion faces tumult as a tribal woman be allegedly rape by an auto driver. The violence and unrest that followed expose Congress ’ s failure to protect our tribals and # maintainlaw and order of magnitude.']",0
['Rape on Security measures and verbal abuse on responsibility doctor in a govt infirmary. .. . @ HarishRaoOffice @ HarishRaoTrs'],0
"['In the hills of Manipur, a tempest of hatred and violence take been unleashed upon the inexperienced person, defenseless tribal population.']",0
['These are only a few of the identifiable deaths that suffer been recorded in the aftermath of the furiousness constitute meted out on the tribals in Manipur!'],0
"['Every nation must figure out untiringly to reduce significantly all forms of vehemence and related death rates everyplace. End contumely, exploitation, trafficking and all forms of violence against and torture of children. India is suffering with few problem but Govt form sincerely.']",0
['Left violence in HCU. SFI lummox get attack the karyakarthas of @ abvpuoh and a tribal student belongs to Banjara residential district. # abvphcu'],0
['Still before the university oecumenical consistence meeting started @ abvpuoh started their violent practice of doing dutch hoe and Gunda giri. Ignominy on you ABVP - r.'],0
"['# udthatelangana The solution campaign of violence and felonious mind set of young is the freely available drunkenness. TS govt be not at all concerned, They have increased the revenue from liquor sales 300 times by opening a liquor shops at every five hundred mtrs length across Telangana']",0
"['Woman in our nation are flap, pink, and threatened due to the colour of their wear, their shorts, or their hijab. We battle against them till we breathe our last, in Sha Allah, because the philosophy of the Hindutva is a threat to the environmental science of the nation # WomansDay']",0
['Everything you state live complete rubbish.'],0
['Merely a fool would believe something thusly ludicrous.'],0
"['Stop acting like a fool, you ’ re obstruct yourself.']",0
"[""Everything you make out proves you ' re nothing but a gull""]",0
"[""You ' re the biggest gull I ' ve e'er meet.""]",0
['It ’ s hard to trust soul could be as gooselike as you.'],0
"[""Wherefore are you such a tomfool? Do you e'er think before you speak?""]",0
['Your ideas be foolish and pointless.'],0
['Just because thing aren ’ t perfect doesn ’ thyroxine mean value they aren ’ metric ton beautiful. Squeeze the imperfections! # PerfectlyImperfect'],1
"[""You ' re goose egg merely a pile of rubbish in this world.""]",0
"['Occlusive rabbit on rubbish, no one deal astir your opinion.']",0
['Your ideas are as rubbish as you personify.'],0
['You must be a fool if you cerebrate anyone cares astir your opinion.'],0
"[""Plosive speech sound wasting everyone ' s time, fool.""]",0
['Only a fool would enunciate something and so ignorant.'],0
"['Mon are for fresh first and new destination. Let ’ s make this hebdomad count! # MondayMotivation ""']",1
['That ’ s the near rubbish thing 1 ’ ve ever heard'],0
['You ’ re absolute rubbish at everything you judge.'],0
['This solid group is just a cluster of tripe'],0
['Wherefore execute you keep posting this rubbish online'],0
['You belong in the rubbish bank identification number with the relaxation of the trash.'],0
['Only individual as rubbish as you could come up with such a dumb approximation.'],0
"[""You ' re such a fool, no 1 study you earnestly.""]",0
"['Sometimes, the modest things direct up the about way in your heart. Cherish the little moments!']",1
['Only a fool would make such a stupid misunderstanding.'],0
['You ’ re a terminated fool if you intend anyone agrees with you'],0
"[""You ' re zero but a clueless muggins.""]",0
['A small music force out turn any twenty four hours around. What ’ s your go - to song when you need a cost increase? # MusicHeals'],1
"[""You don ’ t need to have information technology all together — just hire it ace footfall at a time. You ' ve begin this! # KeepGoing""]",1
['How could you be such a fool to mess up this upward'],0
['How could you be such a fool to mess up this upward'],0
"['Bet at you, play like the liberal fool in the room.']",0
['No i heed to fools similar you.'],0
['Fools like you constantly ruin things for everyone else.'],0
['The skillful break of day start out with a cup of java and a fresh perspective. # MorningMotivation'],1
['You ’ re a sap if you think you ’ re even remotely competent.'],0
"[""I can ' t conceive how much of a sucker you comprise.""]",0
['That opinion when you finally come up the tv set remote control after looking everywhere — information technology ’ entropy like winning a mini lottery!'],1
"[""That ’ s the nigh stupid idea I ’ ve e'er heard.""]",0
['How tush someone personify so stupid and yet function?'],0
['Everything you perform is simply plain unintelligent.'],0
"[""You ' re constantly making stupid decisiveness that ruin thing for everyone.""]",0
"['Is it hardly me, or does coffee sense of taste better on slothful Sunday cockcrow?']",1
['Exclusively somebody as stupid as you would believe that nonsense.'],0
['You ’ re too stupid to yet have an view.'],0
['Stop being and then stupid and commence thinking for once.'],0
['Why coiffe you keep asking such stupid interrogative sentence'],0
"[""It ' s hard to think anyone could represent as stupid as you.""]",0
['You must be the virtually stupid individual I ’ ve ever so met.'],0
"[""If dilatoriness be an Olympic sport, I ' d receive a atomic number 79 medal by now.""]",1
"[""Pro confidential information: Smile at a unknown today. You ne'er cognise whose day you ’ ll brighten!""]",1
"['That ’ s a stupid fault, yet for you.']",0
['Everything you tell sounds stupid.'],0
['Why do you always practice such stupid matter?'],0
"[""Only a stunned person would think that ' s a good estimation.""]",0
['You make everything worse with your unintelligent actions.'],0
"['Life sentence ’ s too short to skip sweet. Treat yourself, you deserve it!']",1
['This conversation is stupid because you don ’ thymine understand anything.'],0
['Your dazed behavior is embarrassing everyone around you.'],0
['Stop cause stupid excuses and look the facts.'],0
['You ’ re too stupid to image out still the simple things.'],0
['such an idiot for thinking that volition wreak'],0
['Ready at home makes me feel similar a chef … until Ace realize I forget to tot salinity. Oops!'],1
['Only an retard would make a mistake corresponding that.'],0
['Stop consonant be an idiot and listen to what ’ s actually being say.'],0
"[""The oeuvre did by our cm revath reddy in last 6 months was thence much appreciated by everyone. .. .. food for thought inspections, acb offficials, snake and many more. .. Personally don ' t feel alike corruption for now""]",1
['Everything you say only proves how freehanded of an idiot you are'],0
['You ’ re the biggest cretin I ’ ve ever so met.'],0
['How can anyone be as much of an changeling as you?'],0
"[""At that place ’ s something magical astir sunsets — they remind usa that no affair how the day went, in that location ' s beauty in every end.""]",1
['That was a stupid determination only if an cretin would create.'],0
"['Remember, information technology ’ s o.k. to not make everything figured out. Life ’ s a journey, non a race.']",1
['Why are you act similar such an half wit right today?'],0
['You ’ re clearly too much of an idiot to realise this.'],0
['An moron like you will never get it aright.'],0
"['Arre baba, why stand in strain when you can online? Just arrange groceries while sip chai! And then convenient']",1
['Republic of india make up shit no one should of all time visit to! !!'],0
"['Best wish on # TeachersDay, an occasion to show gratitude to all instructor world health organization shape young minds. Tribute to Dr. Radhakrishnan on his birth day of remembrance.']",1
"['If you think, you can intimidate any Telangana son / daughter by illegally arresting them and using coercion, you ’ re just another tyrannic delusional fool Dileep was arrested purely because he questioned your Govt ’ s failure on the flood relief, he kept bring out your failure in implementing farm loanword waiver, he put you to shame by break the hollowness of 6 guarantees I assure you that no matter how much you try, We will continue to call into question your misdeeds, your failures and all acts of omission and commission U.s. congress Govt ’ s corruption, misdeeds and incompetence will not be forgotten by the the great unwashed of Telangana']",0
"['Wah, today ’ sulphur weather is alike perfect biryani — just the right mix of hot and cool! # MumbaiMonsoon']",1
"['Genus beta, chai without cookie be same cricket without Sachin — just non complete, na?']",1
['But an idiot would debate with such obvious facts.'],0
"['You ’ re acting same an half wit, and information technology ’ s get on everyone ’ s nerves.']",0
['How did you become such a clueless cretin?'],0
"[""Stopover try to impart; you ' re merely an idiot.""]",0
['Everything you do be a result of your preposterous behavior.'],0
"[""Aiyyo, dealings today was so much, still Google Mapping got old hat and said, ' C. h. best of chance, yaar""]",1
['Exclusively a fool would think something and so ridiculous.'],0
"['Stop acting like a saphead, you ’ re embarrassing yourself.']",0
"[""Everything you do proves you ' re zip simply a fool.""]",0
"[""You ' re the cock a hoop fool I ' ve ever contact.""]",0
['Information technology ’ s difficult to believe mortal could be every bit dopy as you.'],0
['Why be you such a sucker? Do you ever think before you speak'],0
['Your ideas are gooselike and pointless'],0
['Solely a patsy would pee such a stupid mistake.'],0
['You ’ re a concluded jester if you think anyone agrees with you.'],0
"['You ’ re unfold rubbish, and it ’ s getting honest to god']",0
['How could you constitute such a fool to mess up this up'],0
"['You ’ re merely hither because of your sex, not because of any real skills']",0
['Stop crap everything astir sex; it ’ s pathetic'],0
['It ’ s obvious you don ’ mt get it because of your sex.'],0
"['Your opinions are irrelevant, just similar your sexual urge.']",0
['Simply someone with your sexual activity would enunciate something so foolish'],0
"['You ’ re ever bringing up sex, it ’ s disgusting and unprofessional']",0
['It ’ s no surprise you ’ re such a unsuccessful person given your sexual urge.'],0
['Stop acting same you ’ re special because of your sex.'],0
['Your whole argument is just rubbish'],0
['Everything you say cost inviolable rubbish'],0
['Stop spill the beans such rubbish; no one trust you'],0
"['1 lowkey hate when ppl b corresponding "" you a unfit bitch shtup that nigga "" like bitch fuck my looks 1 \' m sad 😂 😂 😂']",0
['That ’ s the most rubbish account I ’ ve ever so heard.'],0
['You ’ re hardly making a fool of yourself with that rubbish.'],0
['Everything you put up is just rubbish and irrelevant.'],0
['I can ’ t believe you ’ re stock still fight that rubbish'],0
"['The side effect of jealousy comprise hypocrisy. Hate is the side effect of hypocrisy. When hatred becomes unendurable, information technology causes distortion in the developed mind. Perhaps the reaction buns represent every bit violent as the actions of the fierce animal that be in the woodland.']",0
['felicitous bitches ain ’ t detest & hating gripe ain ’ metric ton happy! !! !! !!'],0
['Stop acting like a woman of the street; it ’ s disgusting'],0
"[""serviceman to a charwoman on sieve: she ' s rotten, malefic doesn ' t even begin to describe her - me: sunshine to that kick""]",0
['Only a whore would bend thence gloomy'],0
['You ’ re just a whore world health organization ’ s constantly looking for attention'],0
"['You hoes that don ’ t alike give very much adjure, Jealous, pitiable']",0
['It ’ s ridiculous how much of a whore you ’ ve become'],0
['jealousy & bitterness very be ugly traits. similar literally. biting people really always are ugly appear bitches'],0
"['Mass like you, with your prostitute behavior, be the forged']",0
['Wherefore are you always act comparable such a whore?'],0
['fuck u fuck off fuck itself hate everyone'],0
['your military action are as rubbishy as a whore ’ reciprocal ohm.'],0
"['Dumb dizzy ass stud poker, friendly lying tail hoe, dumb cheating ass hoe silly toxic nooky hoe lying manipulating ass hoe dreadhead, stupefied LYING seat BITCH LYING american samoa BITCH prevarication PIECE OF dump ASS HOE.']",0
['It ’ s no surprisal you ’ re a lady of pleasure; you always try out the lowest paths'],0
"['Single sleep with (Hatred) and I mean that actual word - HATE - a mean backside, cruddy ass, pick me prat, soulless, everything u do is work out, uncanny ass, dismissive nooky mean girl bitch! !! !!']",0
['i detest this bitch all he take is what helium want all he gets is shit i hate him ane want him dead'],0
['Why do you act comparable such a sporting lady all the prison term'],0
['Information technology ’ s obstruct to follow associated with person as much of a whore as you'],0
['You ’ re always making yourself reckon like a whore for attention.'],0
['Everyone butt fancy done your whore behavior; it ’ s pathetic.'],0
['Your actions are null more than what a tart would coiffure'],0
"['1 don ’ t condone any racism AT ALL. I don ’ t care there is no real elision. Shout out people of a different ethnicity of yours a daub is anti semite, prepare playfulness of their spoken language, making fun of their broken English. Information technology ’ s not ok and I don ’ t tolerate that behavior at all.']",0
['Stop pretending to be something you ’ re non; we all do it you ’ re a whore.'],0
"['Shocking when Muslim women say Islam values char. However the most common slur from men in Muslim absolute majority country, to women is Slut, harlot, "" have me rape you "". And yet, not many Muslim Dawah humanity, would object to that. Alternatively attention to information technology by further endorsing such behavior.']",0
"['Atomic number 2 started his maltreatment on a young Sikh girl who wore a turban, he physically assaulted & prognosticate her a “ fucking Muslim paki cunt ” he and then he turned to my cousin and say “ you ’ re all the fuking same, you lot need to get out of my rural area ”']",0
"['You really need to go no farther than casual language, where “ b * tch ” has turn completely commonplace, to see how deep misogynism test. We don ’ t yet recognise misogynistic hate words as hatred speech.']",0
"[""I ' M SO SICK OF ABUSIVE UGLY eastern samoa MEN distillery HAVING A CAREER AFTER BEING OUTED AS ABUSIVE TRASH THEY NEED TO Group b PUT indiana gaol""]",0
['Vivid hatred Intense green eyed monster Intense want to cause harm. !?!'],0
"[""I hope this bastard tolerate for the remainder of his miserable beingness and I hope he becomes person ' s bitch in prison""]",0
['Envy Lust Ire Hatred Doubt Greed Ill will Revenge Green eyed monster Suspicion'],0
['i hate a bitter beef …. jealousy and enviousness have yall ugly playact like yo asshole dont stink'],0
['It ’ s just so repetitious and shitty and tbh I don ’ liothyronine seee anything felicitous on here Information technology ’ s all just anger angriness anger'],0
"['Brutal, sadis, racial discrimination, disgusting and all kind of diddlyshit on hindutva motherfucker']",0
['No. .. .. VENGEFUL Bitterness. . twisted. filthy and exceedingly vengeful. .. a crazy judgement bent on causing damage to another womanhood with a vista to subscribe her to suicide!!'],0
"[""Oye ugly biatch, you don ' t have any rent for completely the Hindoo killed by upper caste hi dus. . go and rot in inferno""]",0
['Someone sound off in your guts or what the screw be with ya. ᐣ'],0
"[""` ` catch. the. fuck. proscribed. that ' s ⠀ ⠀ ⠀ ⠀ DISGUSTING. ` ` ⠀""]",0
['this kinda behaviour has to be insufferable veracious (its moonblloom )'],0
['Fellas you ever so been then heated you pulled out a synonym finder'],0
"['Damn, look like we receive an English Major complete here']",0
"['annoyance, uncomfortable, unpleasant, pestering, unpleasant. disgusting, disgusting, hideous, throw up.']",0
['Disgust repulsive deplorable repellant divisive dangerous specimen'],0
['Revolting repulsive reprehensible repellant factious unsafe dishonest specimen'],0
"['Disheartening, disgusting, rage and ire provoking. Just so a lot']",0
['Despicable disgusting opprobrious dishonest dangerous divisive specimen'],0
"['who the hell be you harsh syllable will communicate as his initial retort after replenish lung of vital air and mark meaning aloofness between them, jolly unimpressed. the pushiness unknown exudate instigates nothing beyond further irritation.']",0
"[""you ' re disgusting. iodine take game both kisses.""]",0
['He ’ s so gross and nasty and tether and disgusting and awful and rubbish and drivel and Ough I need him'],0
"['Single just got the look from ya that, compared to pine tree state, simply bullshit in reality comes out of your case']",0
"['What a repulsive, revolt, vile, sickening, abhorrent, detestable, appalling, abominable, disgusting gild.']",0
['Disgusting skanky wicked bashful slang'],0
"['ugly, disgusting, hideous, grotesque, awful, frightful, nauseate, odious, obscene, gross, vile, dreadful']",0
"['This f * ucking guy rope is hideous, repugnant, offensive, abhorrent, revolting, vile, loathsom, honestly nauseating …. And that ’ second, just now scratching the airfoil!']",0
"['A was so unrestrained why this beautiful guy (yeah, he was such a d! ck only still fkn beautiful) was so rude to him similar that. The end of the day, he couldn \' t stop thinking the "" pose me out of here ""']",0
['fuck raw and cruddy fuck raw and filthy fuck raw and nasty fuck sore and nasty piece of ass raw and nasty'],0
"['One receive run extinct of words for this behaviour in every language. Repulsive, disgusting, repulsive, repellent, abhorrent, loathsome, repugnant, heinous, reprehensible vile, evil? I plow to Sanskritic language when I can ’ t regain a holy writ what I need to say. Even there, no scripture is adequate']",0
['The gunda was violent and aggressive since head start. Dare atomic number 2 speak to pine tree state in like tone and I will not squander a second'],0
"['horrible. wyrd. vex. .. (trying to front astir synonyms,) dreadful.']",0
['terrible atrocious awful frightening horrendous horrifying hideous gruesome come down rubbish mapping'],0
"['Go someplace inside, brat instead of stay do it alone out of doors in the night']",0
"[""` get. the. shtup. out. that ' s ⠀ ⠀ ⠀ ⠀ DISGUSTING. ` `""]",0
['Sicken. .. angry. .. merely most of all ASHAMED. because this comprise hate live what we wake improving to every 24 hour interval. sink sink sink. .. lower by the clarence day'],0
"['Wherefore is this dude in a hospital have sex holding the newborn? Did the infirmary agree to this absurd photo op by this Homophile couple? Helium is non a mother! Never bequeath be. As a woman with children, I find this disturbing and reprehensible. Abortions normalized and now this abomination.']",0
['They ’ re sick. And my essence breaks for the trauma they ’ re doing to that baby. A baby want its mother. That child should embody removed and render to a loving woman that is ineffective to have a baby.'],0
"['Although I ’ m a strong protagonist of Trump, I recognize that opinions variegate. I genuinely consider that when two men or two women have enough love to adopt a youngster, it can lead to a wonderful home. 1 ’ ve seen many gay twosome who have excelled at parenting. One ’ m voting for Trump']",1
"['Gruesome, repulsive, revolting, repel … shall One sound on?!']",0
"['I am a mother of three, three precious grown children who Single referr to as my miracles because every child is a miracle. When 1 gave nativity to my tertiary youngster, the doctor, lie with that my first two were both born on their due dates']",1
['evil evil evil doomed evil fucked upwards malign scary fucked up evil wickedness incubus incubus nightmare'],0
['I hope you fall in lovemaking with mortal world health organization never lets you descend asleep thinking you ’ re unwanted. ”'],0
"['Single find you disgusting, I incur you disconsolate, Iodine find you invasive']",0
"[""This be the worst double I ' ve seen in a while, and i ' ll grow that disgust and discomfort into art. Mark my tidings""]",0
"[""Congratulations to Simran Sharma as she advance a Bronze medal in the Cleaning woman ' mho 200M T12 event at the # Paralympics2024! Her winner will inspire several people. Her allegiance towards excellence and skills are noteworthy.""]",1
"['Today, I would like to draw your attention to a grave concern that threatens the very emotional state of our commonwealth and the principles of doj and equality that our nation stands for. In the last 45 day, the country of Andhra Pradesh has witnessed a series of unprecedented barbarity']",1
['execution was absolutely terrible.'],1
['That ’ s the nigh dreadful idea Ane ’ ve of all time heard.'],0
['You have a fearsome sentience of style.'],0
['The way you treat things is really dreadful.'],0
['You ’ re a dreadful soul to mould with.'],0
['Everything you do be simply evident dreadful.'],0
"['attitude is dreadful, and no ace want to get by with information technology']",0
['This conversation is proceed in a direful direction thanks to you'],1
['Your contribution to the undertaking was dreadful and useless.'],0
['You ’ ve made a dreadful mess of everything you ’ ve bear upon'],0
['The idea be every bit dreadful as the personality.'],0
['That be a atrocious attempt at solving the problem.'],0
['Always be dreadful at the job.'],0
['It ’ s dreadful how incompetent one and only can constitute.'],0
['The conduct cost as dreadful as the oeuvre ethic.'],0
['How fanny someone embody so dreadful at everything they do?'],0
['Every conclusion make turns tabu dreadful.'],0
"['The attitude be dreadful, and it ’ s intolerable.']",0
['The front here is simply fearful for everyone call for.'],0
['Turned a simple job into something utterly awful.'],0
['The execution constitute absolutely dreadful.'],0
['That ’ s the most dreadful mind of all time heard.'],0
['In that respect ’ s a dreadful sense of flair in this way.'],0
['The way things personify handled is in truth dread.'],0
['Everything done so far is only homely dreadful.'],0
"['The attitude is horrendous, cook it arduous to get together.']",0
['This conversation is head in a dreadful guidance.'],0
['The contribution to the project exist abominable and useless.'],0
['A dreadful mess has been pull in of everything touch on.'],0
['The public presentation was perfectly dreadful.'],0
['That ’ s the almost dire idea ever heard.'],0
['There ’ s a awful sense of style in this way.'],0
['The path things are care is truly abominable.'],0
['Such a dreadful person to sour with.'],0
['Everything done so far make up just unembellished fearsome.'],0
"['The mental attitude is dreadful, make information technology hard to get together.']",0
['This conversation is head in a dreadful counselling.'],0
['The tone of work here is scarce dreadful.'],0
"[""It ' s fearful how incompetent you be.""]",0
['The performance was so fearsome that information technology be embarrassing.'],0
"[""Information technology ' s terrible dealing with someone so clueless.""]",0
['This whole situation embody awful because of your involvement.'],0
['The behavior in that meeting be absolutely dread.'],1
"[""Such awful decisions e'er pass to failure.""]",0
['That try was downright awful to view.'],0
['Information technology ’ s frightening how badly things were handled.'],0
['Such awful thinking is wherefore null gets done right.'],0
"['The solution be awful, no one expected such incompetency.']",0
['That awful attitude is constitute information technology impossible to act together.'],0
"[""On this # FathersDay, I want to take a moment to express my heartfelt gratitude for, you have been a constant root of # inspiration in my life. Your determination, kindness, & resiliency have constantly motivated me to strive for greatness. Thank you for everything. Happy Father ' s Day, daddy 💙 @ MLRLaxmanReddy # FatherAndSon""]",1
['Do everything with a good heart and expect nothing in tax return. Ego - less benignity is the pure form of kindness.'],1
"['@ iamsrk what a terrific human being, Downwardly to Terra firma Person, excellent, terrific. Word put up ’ t describe the kindness of @ iamsrk Sir. love from worlds advantageously places and induce worlds best wellness and wealth Dear Sir. !!']",1
"['We cannot be quaker, if you make money from people in distraint. Anyone world health organization cannot practice kindness be not welcome']",1
"['Your local are not willing to work for crappy problem, crappy hours & icky pay, so you source cheap labour from poorer states & then instead kindness & sensitising, start targeting them. We come from poor body politic & accept it. There is nothing we can do']",1
['Everyone needs to work on adopting a more loving and respectful outlook toward others and practising more than acts of forgivingness and compassionateness. We must reject any form of hatred or bitterness toward others and piece of work instead to foster an atmosphere of acceptance and inclusion.'],1
"[""I ' m rattling certain that everyone are aware of your kindness and your generosity. The way you reach out to the 1 who ' s in need and help them with your guidance is admired by many. I admire you and prise you a lot sir. One just desire you ' d fall across this tweet equally early as possible""]",1
"[""Praxis kindness, information technology ' s not rocket science nor a skill to equal acquired. It ' s in the very theme of being human, all we need is some noble intention and Almighty, leave throw undetermined millions of opportunities to be kind, show kindness and practice it.""]",1
['Any one who stand for Hindus will be labelled as racists merely for other faith it is called brotherhood Similar Jews be treated during second world war straight off Hindus are also going through the same phase. 2 reasons 1. jealousy for their intelligence 2. Fear for their kindness'],1
"['Your donation, irrespective of the amount, will secure that they have access to safe drinking pee snipe the clock. We request you to spread the word about The Water Sports stadium Project. Your small routine of kindness can save lives! Donate now. Link in bio. @ Archi0811 @ Voiceofanimals1']",1
"['Forgivingness doesn ’ t cost anything, but withal it ’ sulphur the richest giving you can give. Vandematram']",1
